"EFF_DATE","ARRIVAL_NAME","AMENDMENT_NO","ARTCC","STAR_AMEND_EFF_DATE","RNAV_FLAG","STAR_COMPUTER_CODE","SERVED_ARPT"
"2025/11/27","CCASH","ONE","ZFW","2014/07/24","Y","GHOST.CCASH1","OUN PWA TIK"
"2025/11/27","GHOST","THREE","ZFW","2017/12/07","Y","GHOST.GHOST3","OKC"
"2025/11/27","GIBBZ","FIVE","ZDC","2024/03/21","Y","GIBBZ.GIBBZ5","HEF IAD JYO"
"2025/11/27","GIIBS","FOUR","ZID","2024/07/11","Y","GIIBS.GIIBS4","IND"
"2025/11/27","GLASR","THREE","ZSE","2024/01/25","N","GLASR.GLASR3","BFI RNT SEA TCM"
"2025/11/27","GLAVN","TWO","ZTL","2025/11/27","Y","GLAVN.GLAVN2","ATL"
"2025/11/27","HTOWN","THREE","ZHU","2023/10/05","Y","GMANN.HTOWN3","IAH"
"2025/11/27","TEJAS","FIVE","ZHU","2023/10/05","Y","GMANN.TEJAS5","IAH"
"2025/11/27","GNDLF","THREE","ZTL","2025/11/27","Y","GNDLF.GNDLF3","ATL"
"2025/11/27","GOATZ","TWO","ZLA","2024/12/26","Y","GOATZ.GOATZ2","LAX"
"2025/11/27","KARLB","THREE","ZLA","2023/04/20","Y","GOATZ.KARLB3","ONT"
"2025/11/27","GOPAC","THREE","ZAU","2023/06/15","Y","GOPAC.GOPAC3","57C BUU ENW ETB HXF MKE MWC PWK RAC UES UGN"
"2025/11/27","HAYNZ","SEVEN","ZOB","2021/02/25","Y","GRACE.HAYNZ7","PIT"
"2025/11/27","GRAYM","SIX","ZBW","2018/11/08","N","GRAYM.GRAYM6","BED BVY FIT LWM"
"2025/11/27","GRAYT","TWO","ZOB","2019/10/10","Y","GRAYT.GRAYT2","DTW"
"2025/11/27","LAYKS","TWO","ZOB","2019/10/10","Y","GRAYT.LAYKS2","DTW"
"2025/11/27","GIBBI","TWO","ZFW","2015/06/25","Y","GREGS.GIBBI2","DFW"
"2025/11/27","GREGS","ONE","ZFW","2022/06/16","N","GREGS.GREGS1","ADS DAL DTO F41 F46 HQZ JWY LNC RBD TKI"
"2025/11/27","HERBZ","TWO","ZFW","2025/05/15","Y","GREGS.HERBZ2","ADS DAL DTO F41 F46 HQZ JWY LNC RBD TKI"
"2025/11/27","JFRYE","FIVE","ZFW","2022/07/14","Y","GREGS.JFRYE5","ADS DAL DTO F41 F46 HQZ JWY LNC RBD TKI"
"2025/11/27","SHAAM","TWO","ZFW","2015/06/25","Y","GREGS.SHAAM2","DFW"
"2025/11/27","GRNCH","FIVE","ZJX","2023/10/05","Y","GRNCH.GRNCH5","MCO"
"2025/11/27","GTOUT","ONE","ZJX","2022/05/19","Y","GTOUT.GTOUT1","MCO"
"2025/11/27","GUERA","TWO","ZLA","2018/07/19","Y","GUERA.GUERA2","CMA NTD OXR"
"2025/11/27","GULLI","THREE","ZFW","2022/05/19","N","GULLI.GULLI3","1K4 CHK GOK HSD OKC OUN PWA RCE RQO SNL TIK"
"2025/11/27","HANBL","THREE","ZOB","2019/12/05","Y","HANBL.HANBL3","DTW"
"2025/11/27","LECTR","THREE","ZOB","2019/10/10","Y","HANBL.LECTR3","DTW"
"2025/11/27","BOJID","FOUR","ZNY","2023/10/05","Y","HAR.BOJID4","PHL"
"2025/11/27","BUNTS","THREE","ZNY","2023/10/05","N","HAR.BUNTS3","ILG MQS PHL PNE TTN"
"2025/11/27","HARRISBURG","FIVE","ZNY","2018/07/19","N","HAR.HAR5","WRI"
"2025/11/27","EELZA","FOUR","ZOA","2024/01/25","Y","HARTT.EELZA4","RNO"
"2025/11/27","HAWKZ","EIGHT","ZSE","2024/09/05","Y","HAWKZ.HAWKZ8","SEA"
"2025/11/27","HAYLL","THREE","ZOB","2019/10/10","Y","HAYLL.HAYLL3","DTW"
"2025/11/27","VCTRZ","TWO","ZOB","2019/10/10","Y","HAYLL.VCTRZ2","DTW"
"2025/11/27","HEDEE","ONE","ZID","2025/08/07","Y","HEDEE.HEDEE1","HAO I69 LUK"
"2025/11/27","HELNS","SIX","ZSE","2018/03/29","N","HELNS.HELNS6","HIO PDX TTD UAO"
"2025/11/27","HENBY","ONE","ZTL","2025/10/02","Y","HENBY.HENBY1","GSO INT"
"2025/11/27","OZZZY","FIVE","ZDV","2021/12/02","Y","HGO.OZZZY5","COS"
"2025/11/27","HHOOD","FIVE","ZSE","2024/10/31","Y","HHOOD.HHOOD5","PDX"
"2025/11/27","HILIE","THREE","ZSE","2023/06/15","N","HILIE.HILIE3","GEG SFF SKA"
"2025/11/27","TIMMO","ONE","ZMP","2022/01/27","Y","HILRS.TIMMO1","OFF OMA"
"2025/11/27","BUKHD","THREE","ZTL","2020/07/16","Y","HLNDS.BUKHD3","6A2 CCO CVC D73 FFC FTY HMP LZU MGE PDK PUJ RYY VPC"
"2025/11/27","BRUEN","TWO","ZLA","2017/10/12","Y","HLYWD.BRUEN2","LAX"
"2025/11/27","HLYWD","ONE","ZLA","2017/03/02","Y","HLYWD.HLYWD1","LAX"
"2025/11/27","HOBRK","FOUR","ZME","2024/10/31","Y","HOBRK.HOBRK4","MEM"
"2025/11/27","HOBTT","THREE","ZTL","2025/11/27","Y","HOBTT.HOBTT3","ATL"
"2025/11/27","HOTAR","ONE","ZJX","2013/10/17","Y","HOTAR.HOTAR1","CRG JAX NIP NRB SGJ VQQ"
"2025/11/27","HOWRY","THREE","ZMP","2023/04/20","N","HOWRY.HOWRY3","OFF OMA"
"2025/11/27","HSKNS","ONE","ZAB","2014/04/03","Y","HSKNS.HSKNS1","ELP"
"2025/11/27","HUBRD","ONE","ZLA","2000/10/05","N","HUBRD.HUBRD1","SAN"
"2025/11/27","HUDZY","FIVE","ZHU","2025/06/12","N","HUDZY.HUDZY5","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2025/11/27","HUULL","TWO","ZLA","2018/05/24","Y","HUULL.HUULL2","LAX"
"2025/11/27","HUUTY","ONE","ZAB","2012/05/31","Y","HUUTY.HUUTY1","CHD FFZ IWA"
"2025/11/27","HUUVR","ONE","ZOB","2018/05/24","Y","HUUVR.HUUVR1","1G3 AKR CAK"
"2025/11/27","HYDRR","ONE","ZAB","2014/09/18","Y","HYDRR.HYDRR1","PHX"
"2025/11/27","HYTHR","THREE","ZME","2023/11/30","Y","HYTHR.HYTHR3","MEM"
"2025/11/27","KINGSTON","ONE","ZNY","2013/10/17","N","IGN.IGN1","FRG JFK"
"2025/11/27","IRNMN","TWO","ZLA","2018/05/24","Y","IRNMN.IRNMN2","HHR LAX"
"2025/11/27","IRONS","SEVEN","ZDC","2016/09/15","N","IRONS.IRONS7","DCA"
"2025/11/27","IVINS","TWO","ZLA","2025/02/20","Y","IVINS.IVINS2","VNY"
"2025/11/27","JAFAR","THREE","ZJX","2022/05/19","Y","JAFAR.JAFAR3","ISM MCO ORL"
"2025/11/27","JAIKE","FOUR","ZNY","2023/04/20","Y","JAIKE.JAIKE4","47N CDW LDJ MMU SMQ TEB"
"2025/11/27","JAKIE","SIX","ZID","2024/03/21","Y","JAKIE.JAKIE6","CVG"
"2025/11/27","JAKKS","TWO","ZID","2016/11/10","Y","JAKKS.JAKKS2","IND"
"2025/11/27","JAKTZ","TWO","ZID","2023/02/23","Y","JAKTZ.JAKTZ2","CMH LCK OSU"
"2025/11/27","LIINN","THREE","ZTL","2018/11/08","N","JALIT.LIINN3","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2025/11/27","JAMMN","FIVE","ZLC","2017/08/17","N","JAMMN.JAMMN5","SLC"
"2025/11/27","JANNY","FIVE","ZLA","2018/07/19","Y","JANNY.JANNY5","BUR VNY"
"2025/11/27","JAWBN","SEVEN","ZSE","2024/12/26","N","JAWBN.JAWBN7","BFI SEA TCM"
"2025/11/27","JAYSN","THREE","ZLA","2024/10/31","Y","JAYSN.JAYSN3","LAS"
"2025/11/27","JCKIE","TWO","ZLA","2019/12/05","Y","JCKIE.JCKIE2","ONT"
"2025/11/27","JESSE","THREE","ZAB","2021/12/02","N","JESSE.JESSE3","PHX"
"2025/11/27","JESTR","ONE","ZMA","2022/05/19","Y","JESTR.JESTR1","BCT F45 FXE LNA PBI PMP"
"2025/11/27","JFUND","TWO","ZBW","2017/10/12","Y","JFUND.JFUND2","BOS"
"2025/11/27","JHAUN","ONE","ZKC","2012/11/15","Y","JHAUN.JHAUN1","SUS"
"2025/11/27","JHAWK","EIGHT","ZKC","2024/05/16","N","JHAWK.JHAWK8","FLV GPH IXD LXT MCI MKC OJC STJ"
"2025/11/27","JIIMS","FOUR","ZNY","2023/04/20","Y","JIIMS.JIIMS4","ILG MQS PHL PNE TTN"
"2025/11/27","MBELL","FIVE","ZID","2024/07/11","Y","JIINN.MBELL5","JVY LOU SDF"
"2025/11/27","JINXX","ONE","ZAN","2018/11/08","Y","JINXX.JINXX1","EDF"
"2025/11/27","JJEDI","FOUR","ZTL","2025/11/27","Y","JJEDI.JJEDI4","ATL"
"2025/11/27","FILPZ","FOUR","ZTL","2024/05/16","Y","JJENY.FILPZ4","CLT"
"2025/11/27","OCEAN","THREE","ZLA","2017/03/02","N","JLI.OCEAN3","LAX"
"2025/11/27","JMONY","TWO","ZID","2025/02/20","Y","JMONY.JMONY2","JVY LOU SDF"
"2025/11/27","WIGOL","THREE","ZDC","2024/03/21","Y","JOANZ.WIGOL3","IAD"
"2025/11/27","JOKRS","THREE","ZJX","2022/05/19","Y","JOKRS.JOKRS3","ISM LEE MCO MLB ORL SFB"
"2025/11/27","JONZE","FIVE","ZTL","2024/05/16","Y","JONZE.JONZE5","CLT"
"2025/11/27","JOOLS","ONE","ZTL","2023/06/15","Y","JOOLS.JOOLS1","AFP AKH CLT DCM EHO EQY IPJ JQF LKR N52 RUQ UZA VUJ"
"2025/11/27","JORDN","TWO","ZBW","2006/06/08","Y","JORDN.JORDN2","PVD"
"2025/11/27","JOSHE","THREE","ZSU","2010/11/11","Y","JOSHE.JOSHE3","SJU"
"2025/11/27","JSONN","FOUR","ZKC","2023/08/10","Y","JSONN.JSONN4","MCI"
"2025/11/27","JULLE","FIVE","ZHN","2014/02/06","N","JULLE.JULLE5","HNL"
"2025/11/27","JUNNR","FOUR","ZTL","2024/10/31","Y","JUNNR.JUNNR4","GMU GSP GYH SPA"
"2025/11/27","JANESVILLE","ONE","ZAU","2021/10/07","N","JVL.JVL1","ORD"
"2025/11/27","KABEE","THREE","ZTL","2019/01/03","Y","KABEE.KABEE3","JQF RUQ SVH VUJ"
"2025/11/27","KAENA","FOUR","ZHN","2025/11/27","Y","KAENA.KAENA4","HNL"
"2025/11/27","KASPR","SEVEN","ZMP","2018/09/13","N","KASPR.KASPR7","MSP"
"2025/11/27","KAYAK","SIX","ZHN","2017/12/07","N","KAYAK.KAYAK6","KOA"
"2025/11/27","KAYLA","THREE","ZKC","2017/10/12","Y","KAYLA.KAYLA3","STL"
"2025/11/27","KAYOH","EIGHT","ZLA","2022/03/24","N","KAYOH.KAYOH8","FUL LGB SLI SNA TOA"
"2025/11/27","KIDDZ","FIVE","ZHU","2024/10/31","Y","KIDDZ.KIDDZ5","EFD GLS HOU LBX"
"2025/11/27","KIMMO","THREE","ZLA","2014/07/24","N","KIMMO.KIMMO3","LAX SMO"
"2025/11/27","KKILR","THREE","ZMP","2017/01/05","Y","KKILR.KKILR3","MSP"
"2025/11/27","KLANI","FOUR","ZHN","2025/02/20","Y","KLANI.KLANI4","HNL"
"2025/11/27","KLUBS","ONE","ZOA","2024/01/25","Y","KLUBS.KLUBS1","RNO"
"2025/11/27","BACHR","FOUR","ZFW","2016/05/26","Y","KNEAD.BACHR4","DAL"
"2025/11/27","DRYYE","TWO","ZFW","2017/06/22","Y","KNEAD.DRYYE2","DAL"
"2025/11/27","PAWLZ","THREE","ZFW","2016/03/31","Y","KNEAD.PAWLZ3","DFW"
"2025/11/27","SWVAY","FOUR","ZFW","2016/05/26","Y","KNEAD.SWVAY4","ADS CPT DAL F41 F46 FWS GKY GPM HQZ JWY LNC RBD TKI"
"2025/11/27","TILLA","THREE","ZFW","2016/03/31","Y","KNEAD.TILLA3","DFW"
"2025/11/27","KOLTS","TWO","ZID","2016/11/10","Y","KOLTS.KOLTS2","IND"
"2025/11/27","NTNDO","ONE","ZLA","2021/02/25","Y","KONNG.NTNDO1","HND VGT"
"2025/11/27","KOOOP","ONE","ZKC","2017/10/12","N","KOOOP.KOOOP1","STL"
"2025/11/27","KOURT","FOUR","ZLC","2022/07/14","Y","KOURT.KOURT4","BOI"
"2025/11/27","KRAKN","ONE","ZMA","2024/10/31","Y","KRAKN.KRAKN1","EYW NQX"
"2025/11/27","KRATR","TWO","ZSE","2015/06/25","Y","KRATR.KRATR2","PDX"
"2025/11/27","KROTO","FIVE","ZAN","2024/10/31","Y","KROTO.KROTO5","ANC"
"2025/11/27","KYAAN","FOUR","ZLC","2022/07/14","Y","KYAAN.KYAAN4","BOI"
"2025/11/27","KYAKS","THREE","ZMA","2022/11/03","Y","KYAKS.KYAKS3","FLL FXE HWO OPF PMP"
"2025/11/27","DEVYN","TWO","ZSE","2017/12/07","Y","KYCKR.DEVYN2","PAE"
"2025/11/27","LAIKS","FOUR","ZHU","2024/09/05","Y","LAIKS.LAIKS4","AUS"
"2025/11/27","LANDR","THREE","ZDV","2023/04/20","N","LANDR.LANDR3","APA BJC BKF CFO DEN FNL GXY"
"2025/11/27","LANTK","TWO","ZMP","2022/09/08","N","LANTK.LANTK2","OFF OMA"
"2025/11/27","LARKS","THREE","ZDV","2023/11/30","N","LARKS.LARKS3","APA BJC BKF CFO DEN FNL GXY"
"2025/11/27","LAVAN","THREE","ZAB","2003/09/03","N","LAVAN.LAVAN3","ABQ AEG"
"2025/11/27","LAVAS","ONE","ZHN","2019/06/20","Y","LAVAS.LAVAS1","OGG"
"2025/11/27","LAWGR","FOUR","ZDV","2025/06/12","Y","LAWGR.LAWGR4","DEN"
"2025/11/27","LEESE","THREE","ZJX","2021/04/22","N","LEESE.LEESE3","ISM MCO ORL"
"2025/11/27","LEGOZ","FOUR","ZLA","2025/11/27","Y","LEGOZ.LEGOZ4","CRQ NFG"
"2025/11/27","LEMIG","TWO","ZHU","2025/10/02","N","LEMIG.LEMIG2","RND SAT SKF SSF"
"2025/11/27","LENNI","FOUR","ZAB","2022/07/14","N","LENNI.LENNI4","LUF"
"2025/11/27","BRIGHAM CITY","FIVE","ZLC","2023/06/15","N","LHO.LHO5","SLC"
"2025/11/27","LINKK","ONE","ZHU","2015/04/30","Y","LINKK.LINKK1","IAH"
"2025/11/27","NNCEE","TWO","ZHU","2023/11/30","Y","LINKK.NNCEE2","IAH"
"2025/11/27","HYPER","NINE","ZDC","2024/03/21","Y","LIRCH.HYPER9","CJR EZF FRR HEF HWY IAD JYO MRB NYG OKV RMN"
"2025/11/27","LNDHY","ONE","ZHN","2019/06/20","Y","LNDHY.LNDHY1","OGG"
"2025/11/27","LONGZ","FOUR","ZDV","2025/06/12","Y","LONGZ.LONGZ4","DEN"
"2025/11/27","LORLE","THREE","ZKC","2017/12/07","Y","LORLE.LORLE3","STL"
"2025/11/27","LOSST","ONE","ZLC","2024/07/11","Y","LOSST.LOSST1","BZN"
"2025/11/27","LOWBO","THREE","ZAB","2015/01/08","Y","LOWBO.LOWBO3","ABQ"
"2025/11/27","BDEGA","FOUR","ZOA","2024/07/11","Y","LOZIT.BDEGA4","SFO"
"2025/11/27","STLER","FOUR","ZOA","2024/07/11","Y","LOZIT.STLER4","SFO"
"2025/11/27","LUBBR","THREE","ZMA","2022/05/19","Y","LUBBR.LUBBR3","FA54 LAL PGD SRQ VNC"
"2025/11/27","LUCIT","THREE","ZAU","2024/10/31","Y","LUCIT.LUCIT3","05C 3HO GYY IGQ"
"2025/11/27","LUCKI","ONE","ZLA","2016/11/10","Y","LUCKI.LUCKI1","SAN"
"2025/11/27","LUNNI","TWO","ZJX","2025/04/17","Y","LUNNI.LUNNI2","JAX"
"2025/11/27","LENDY","EIGHT","ZNY","2022/11/03","N","LVZ.LENDY8","FRG JFK"
"2025/11/27","WILKES-BARRE","FIVE","ZNY","2024/07/11","N","LVZ.LVZ5","39N CDW LDJ MMU N51 SMQ TEB"
"2025/11/27","SLATT","SIX","ZNY","2023/08/10","N","LVZ.SLATT6","PHL"
"2025/11/27","SPUDS","SEVEN","ZNY","2023/11/30","Y","LVZ.SPUDS7","PHL"
"2025/11/27","LYNXX","EIGHT","ZLA","2006/08/03","N","LYNXX.LYNXX8","BUR VNY"
"2025/11/27","LZZRD","FOUR","ZAB","2021/12/02","Y","LZZRD.LZZRD4","ABQ"
"2025/11/27","MAATY","FIVE","ZMA","2024/10/31","Y","MAATY.MAATY5","LAL MCF TPA VDF"
"2025/11/27","DEER PARK","THREE","ZBW","2012/11/15","N","MAD.DPK3","BAF BDL CEF"
"2025/11/27","MADEE","SIX","ZVR","2025/11/27","Y","MADEE.MADEE6","BLI CYXX CZBB"
"2025/11/27","MADII","SEVEN","ZAU","2023/04/20","Y","MADII.MADII7","ORD"
"2025/11/27","MAGGI","THREE","ZHN","1999/09/09","N","MAGGI.MAGGI3","HNL"
"2025/11/27","MAHHI","THREE","ZMA","2022/05/19","Y","MAHHI.MAHHI3","BCT PBI"
"2025/11/27","BRUSR","ONE","ZAB","2014/09/18","Y","MAIER.BRUSR1","PHX"
"2025/11/27","MAJIC","FOUR","ZTL","2020/03/26","N","MAJIC.MAJIC4","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2025/11/27","MAKAH","ONE","ZHN","2020/01/30","Y","MAKAH.MAKAH1","HNL"
"2025/11/27","MARCS","TWO","ZHU","2025/08/07","N","MARCS.MARCS2","RND SAT SKF SSF"
"2025/11/27","QERVO","THREE","ZHU","2025/11/27","Y","MARCS.QERVO3","5C1 BAZ CVB PEZ RND SAT SKF SSF"
"2025/11/27","MARNR","EIGHT","ZSE","2024/12/26","Y","MARNR.MARNR8","SEA"
"2025/11/27","MARQO","THREE","ZJX","2025/04/17","Y","MARQO.MARQO3","CRG FHB JAX NRB"
"2025/11/27","MARWI","FOUR","ZMP","2022/12/29","N","MARWI.MARWI4","OFF OMA"
"2025/11/27","MAZIE","THREE","ZNY","2020/11/05","Y","MAZIE.MAZIE3","47N CDW LDJ MMU N07 SMQ TEB"
"2025/11/27","ALDAN","FOUR","ZDC","2024/01/25","Y","MCDON.ALDAN4","RDU"
"2025/11/27","MCHLN","TWO","ZTL","2019/04/25","Y","MCHLN.MCHLN2","GMU GSP GYH SPA"
"2025/11/27","MDNYT","TWO","ZLA","2017/10/12","Y","MDNYT.MDNYT2","LAX"
"2025/11/27","DUBLN","ONE","ZID","2021/08/12","Y","MELZZ.DUBLN1","CMH LCK OSU TZR"
"2025/11/27","MIERA","TWO","ZAB","2003/09/04","N","MIERA.MIERA2","ABQ AEG"
"2025/11/27","MIIDY","THREE","ZDC","2024/09/05","Y","MIIDY.MIIDY3","BWI MTN"
"2025/11/27","MINEE","SIX","ZJX","2025/02/20","N","MINEE.MINEE6","COI ISM LEE MCO ORL SFB TIX"
"2025/11/27","MILTON","FOUR","ZNY","2011/10/20","N","MIP.MIP4","LGA"
"2025/11/27","MELBOURNE","TWO","ZMA","2021/12/02","N","MLB.MLB2","06FA BCT LNA PBI"
"2025/11/27","MMARY","ONE","ZDV","2025/04/17","Y","MMARY.MMARY1","ASE RIL"
"2025/11/27","MNNDO","FOUR","ZFW","2016/05/26","Y","MNNDO.MNNDO4","DAL"
"2025/11/27","MNSTR","ONE","ZHU","2023/02/23","Y","MNSTR.MNSTR1","MSY NBG NEW"
"2025/11/27","MODESTO","NINE","ZOA","2019/08/15","N","MOD.MOD9","SFO"
"2025/11/27","MOLLY","FIVE","ZAB","2020/11/05","Y","MOLLY.MOLLY5","ELP"
"2025/11/27","MONAA","FOUR","ZME","2023/11/30","Y","MONAA.MONAA4","MEM"
"2025/11/27","MOTZA","ONE","ZFW","2021/06/17","N","MOTZA.MOTZA1","50F AFW CPT FTW FWS GKY GPM LUD NFW WEA"
"2025/11/27","WESAT","THREE","ZFW","2025/10/30","Y","MOTZA.WESAT3","50F AFW CPT FTW FWS GKY GPM JWY LNC LUD NFW RBD WEA"
"2025/11/27","DRLLR","FIVE","ZHU","2016/05/26","Y","MPORT.DRLLR5","IAH"
"2025/11/27","GUSHR","THREE","ZHU","2015/01/08","Y","MPORT.GUSHR3","IAH"
"2025/11/27","WESTMINSTER","SEVEN","ZDC","2019/12/05","N","MRB.EMI7","BWI MTN"
"2025/11/27","JUDDG","TWO","ZFW","2016/11/10","Y","MURAH.JUDDG2","OUN PWA TIK"
"2025/11/27","MURAH","THREE","ZFW","2017/12/07","Y","MURAH.MURAH3","OKC"
"2025/11/27","MUSCL","THREE","ZMP","2017/01/05","Y","MUSCL.MUSCL3","MSP"
"2025/11/27","RYANN","TWO","ZOA","2022/11/03","N","MVA.RYANN2","RNO"
"2025/11/27","WADOL","FOUR","ZOA","2024/01/25","Y","MYBAD.WADOL4","RNO"
"2025/11/27","NELIE","FOUR","ZNY","2025/08/07","Y","NELIE.NELIE4","FOK ISP"
"2025/11/27","DEMME","FIVE","ZOB","2023/06/15","Y","NESTO.DEMME5","PIT"
"2025/11/27","NEWBE","THREE","ZBW","2017/10/12","N","NEWBE.NEWBE3","ACK"
"2025/11/27","NIIXX","FOUR","ZDV","2025/06/12","Y","NIIXX.NIIXX4","DEN"
"2025/11/27","NITZR","THREE","ZMP","2017/01/05","Y","NITZR.NITZR3","MSP"
"2025/11/27","NUTIY","ONE","ZDC","2025/10/02","Y","NUTIY.NUTIY1","ORF"
"2025/11/27","VNYRD","ONE","ZOA","2024/07/11","Y","OAK.VNYRD1","APC DVO HES O69 STS"
"2025/11/27","OAKES","THREE","ZOA","2025/06/12","Y","OAKES.OAKES3","HWD OAK"
"2025/11/27","OCITY","THREE","ZSE","2020/01/30","N","OCITY.OCITY3","HIO PDX TTD"
"2025/11/27","OHDEA","TWO","ZJX","2025/04/17","Y","OHDEA.OHDEA2","JAX"
"2025/11/27","OHIIO","FOUR","ZHU","2017/06/22","N","OHIIO.OHIIO4","54T 6R3 AXH CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2025/11/27","OLAHS","THREE","ZMA","2022/11/03","Y","OLAHS.OLAHS3","FLL FXE OPF PMP"
"2025/11/27","OLEDD","FOUR","ZHU","2016/11/10","N","OLEDD.OLEDD4","MSY NEW"
"2025/11/27","OLYMPIA","TWO","ZSE","2016/11/10","N","OLM.OLM2","BFI PAE RNT SEA"
"2025/11/27","ONDRE","ONE","ZTL","2017/10/12","Y","ONDRE.ONDRE1","ATL"
"2025/11/27","OPACA","FOUR","ZHN","1994/01/06","N","OPACA.OPACA4","HNL"
"2025/11/27","POGIE","TWO","ZJX","2020/01/30","N","ORL.POGIE2","CRG JAX NIP NRB VQQ"
"2025/11/27","ORRCA","ONE","ZOA","2022/11/03","Y","ORRCA.ORRCA1","RNO"
"2025/11/27","NORWICH","SEVEN","ZBW","2016/07/21","N","ORW.ORW7","BOS"
"2025/11/27","WOONS","TWO","ZBW","2016/07/21","N","ORW.WOONS2","1B9 BOS GHG OWD"
"2025/11/27","OSVEE","TWO","ZOA","2022/05/19","Y","OSVEE.OSVEE2","SUU"
"2025/11/27","OZZZI","TWO","ZTL","2025/10/30","Y","OZZZI.OZZZI2","ATL"
"2025/11/27","PALMZ","TWO","ZMA","2021/12/02","Y","PALMZ.PALMZ2","07FA HST MIA OPF TMB X51"
"2025/11/27","PANGG","SEVEN","ZAU","2025/10/02","Y","PANGG.PANGG7","05C 3HO GYY IGQ MDW"
"2025/11/27","PARCH","FOUR","ZNY","2025/04/17","Y","PARCH.PARCH4","FRG JFK"
"2025/11/27","LYCHI","ONE","ZHN","2021/02/25","Y","PARIS.LYCHI1","ITO"
"2025/11/27","PASLY","FIVE","ZME","2025/10/02","Y","PASLY.PASLY5","BNA"
"2025/11/27","DENNA","ONE","ZNY","2025/11/27","Y","PAWLN.DENNA1","BDR HVN OXC"
"2025/11/27","LOVES","ONE","ZNY","2025/10/02","Y","PAWLN.LOVES1","ISP"
"2025/11/27","PAWLN","ONE","ZNY","2025/10/02","Y","PAWLN.PAWLN1","FRG JFK"
"2025/11/27","OHSEA","THREE","ZLA","2024/12/26","Y","PCIFC.OHSEA3","SNA"
"2025/11/27","PCIFC","THREE","ZLA","2024/12/26","Y","PCIFC.PCIFC3","LGB"
"2025/11/27","PEBLL","TWO","ZOA","2022/05/19","Y","PEBLL.PEBLL2","SUU"
"2025/11/27","ISHEE","TWO","ZLA","2022/01/27","N","PEHTY.ISHEE2","LAS"
"2025/11/27","RKSTR","FOUR","ZLA","2024/10/31","Y","PEHTY.RKSTR4","LAS"
"2025/11/27","SADYL","FOUR","ZLC","2020/09/10","Y","PELYT.SADYL4","BOI"
"2025/11/27","PENNS","TWO","ZNY","2004/08/05","N","PENNS.PENNS2","EWR"
"2025/11/27","PETTE","TWO","ZOB","2019/10/10","Y","PETTE.PETTE2","ARB CYQG DET MTC ONZ OZW PTK TTF VLL YIP"
"2025/11/27","PIKKR","SEVEN","ZMA","2021/12/02","Y","PIKKR.PIKKR7","APF FA54 MKY PGD"
"2025/11/27","PINNG","ONE","ZAB","2014/09/18","Y","PINNG.PINNG1","PHX"
"2025/11/27","PINNR","THREE","ZDV","2020/12/31","Y","PINNR.PINNR3","APA BJC CFO FNL GXY LMO"
