"EFF_DATE","ARRIVAL_NAME","AMENDMENT_NO","ARTCC","STAR_AMEND_EFF_DATE","RNAV_FLAG","STAR_COMPUTER_CODE","SERVED_ARPT"
"2025/11/27","PIRAT","THREE","ZOA","2024/07/11","Y","PIRAT.PIRAT3","OAK SFO"
"2025/11/27","PITBL","TWO","ZLA","2025/08/07","Y","PITBL.PITBL2","SBA"
"2025/11/27","PITTT","ONE","ZLC","2025/02/20","Y","PITTT.PITTT1","SLC"
"2025/11/27","PLYYA","TWO","ZLA","2024/10/31","Y","PLYYA.PLYYA2","SAN"
"2025/11/27","MARCH","FOUR","ZLA","1993/11/11","N","PMD.MARCH4","RIV"
"2025/11/27","NASCR","ONE","ZTL","2025/02/20","Y","PONTI.NASCR1","JQF RUQ VUJ"
"2025/11/27","POPPO","TWO","ZHU","2025/11/27","Y","POPPO.POPPO2","5C1 BAZ CVB PEZ RND SAT SKF SSF"
"2025/11/27","POWDR","ONE","ZDV","2020/01/30","N","POWDR.POWDR1","APA BJC BKF CFO DEN FNL GXY"
"2025/11/27","POWTN","FIVE","ZDC","2020/09/10","Y","POWTN.POWTN5","RIC"
"2025/11/27","PRICY","FOUR","ZJX","2024/10/31","Y","PRICY.PRICY4","ISM LEE MCO MLB ORL SFB"
"2025/11/27","PRIVO","THREE","ZDC","2023/10/05","N","PRIVO.PRIVO3","HEF IAD JYO MRB NYG"
"2025/11/27","WAYNZ","ONE","ZDC","2024/03/21","Y","PRIVO.WAYNZ1","IAD"
"2025/11/27","LOYYD","ONE","ZDV","2025/04/17","Y","PRTTY.LOYYD1","ASE"
"2025/11/27","PRTZL","ONE","ZDC","2024/03/21","Y","PRTZL.PRTZL1","IAD"
"2025/11/27","PTERS","THREE","ZAN","2018/02/01","Y","PTERS.PTERS3","ANC"
"2025/11/27","PUCKY","ONE","ZNY","2025/10/02","Y","PUCKY.PUCKY1","FRG JFK"
"2025/11/27","PUMLE","ONE","ZLA","2021/02/25","N","PUMLE.PUMLE1","HND LAS"
"2025/11/27","PUMPP","TWO","ZMA","2025/06/12","N","PUMPP.PUMPP2","FMY RSW"
"2025/11/27","PANOCHE","SIX","ZOA","2019/08/15","N","PXN.PXN6","HWD OAK"
"2025/11/27","BRINY","TWO","ZOA","2016/09/15","N","PYE.BRINY2","SJC"
"2025/11/27","POINT REYES","THREE","ZOA","2017/06/22","N","PYE.PYE3","NUQ PAO RHV SFO SJC SQL"
"2025/11/27","STINS","FOUR","ZOA","2021/06/17","N","PYE.STINS4","SFO"
"2025/11/27","QUAIL","ONE","ZDV","2020/01/30","N","QUAIL.QUAIL1","APA BJC BKF CFO DEN FNL GXY"
"2025/11/27","QUBEN","TWO","ZJX","2025/04/17","Y","QUBEN.QUBEN2","CRG FHB HEG JAX NIP NRB VQQ"
"2025/11/27","QUOTE","ONE","ZAU","2024/01/25","Y","QUOTE.QUOTE1","RFD"
"2025/11/27","QWENN","SIX","ZLC","2025/02/20","Y","QWENN.QWENN6","SLC"
"2025/11/27","GAMES","TWO","ZLA","2022/03/24","Y","QWIST.GAMES2","HND LAS"
"2025/11/27","RACYR","SIX","ZID","2022/05/19","N","RACYR.RACYR6","EYE HFY IND MQJ TYQ UMP"
"2025/11/27","SMUKE","THREE","ZID","2024/07/11","Y","RACYR.SMUKE3","IND"
"2025/11/27","RAMMS","EIGHT","ZDV","2020/01/30","N","RAMMS.RAMMS8","APA BJC BKF CFO DEN FNL GXY"
"2025/11/27","RASLN","THREE","ZTL","2017/08/17","N","RASLN.RASLN3","AFP AKH CLT DCM EHO EQY IPJ LKR N52 UZA"
"2025/11/27","RAYZZ","THREE","ZMA","2025/04/17","Y","RAYZZ.RAYZZ3","CLW LAL MCF PIE SPG SRQ TPA TPF VDF VNC"
"2025/11/27","RCTOR","THREE","ZTL","2025/04/17","Y","RCTOR.RCTOR3","GMU GSP GYH SPA"
"2025/11/27","RDBUL","ONE","ZLA","2025/06/12","Y","RDBUL.RDBUL1","PSP TRM UDD"
"2025/11/27","HRDNG","FOUR","ZAN","2023/10/05","Y","RDFLG.HRDNG4","FAI"
"2025/11/27","REDDN","FOUR","ZFW","2016/05/26","Y","REDDN.REDDN4","DAL"
"2025/11/27","RICED","FOUR","ZNY","2008/02/14","N","RICED.RICED4","DXR HPN"
"2025/11/27","RIDES","TWO","ZJX","2022/05/19","Y","RIDES.RIDES2","ISM LEE MCO ORL SFB"
"2025/11/27","FAKEY","ONE","ZFW","2014/07/24","Y","RIFFL.FAKEY1","OUN PWA TIK"
"2025/11/27","RIFFL","THREE","ZFW","2017/12/07","Y","RIFFL.RIFFL3","OKC"
"2025/11/27","RIICE","ONE","ZHU","2024/10/31","N","RIICE.RIICE1","6R3 CXO DWH IAH T78"
"2025/11/27","RISTI","ONE","ZOA","2017/06/22","Y","RISTI.RISTI1","SFO SJC"
"2025/11/27","KKISS","TWO","ZOB","2019/10/10","Y","RKCTY.KKISS2","DTW"
"2025/11/27","RKCTY","TWO","ZOB","2019/10/10","Y","RKCTY.RKCTY2","DTW"
"2025/11/27","LARKK","ONE","ZLA","2021/02/25","N","RNDRZ.LARKK1","LAS"
"2025/11/27","RNDRZ","FOUR","ZLA","2025/08/07","Y","RNDRZ.RNDRZ4","LAS"
"2025/11/27","ROBIE","FIVE","ZOA","2019/08/15","N","ROBIE.ROBIE5","SJC"
"2025/11/27","ROBUC","THREE","ZBW","2017/10/12","Y","ROBUC.ROBUC3","BOS"
"2025/11/27","BONJO","THREE","ZLA","2025/02/20","Y","ROKKR.BONJO3","SMO"
"2025/11/27","ROKKR","THREE","ZLA","2025/02/20","Y","ROKKR.ROKKR3","BUR"
"2025/11/27","ROKNN","FOUR","ZOB","2025/08/07","Y","ROKNN.ROKNN4","BKL CGF CLE LNN LPR"
"2025/11/27","ROLLN","TWO","ZOB","2019/10/10","Y","ROLLN.ROLLN2","BKL CGF CLE LNN LPR"
"2025/11/27","ROOBY","THREE","ZLA","2018/02/01","Y","ROOBY.ROOBY3","LGB SNA"
"2025/11/27","ROZZE","TWO","ZBW","2017/08/17","Y","ROZZE.ROZZE2","MHT"
"2025/11/27","RRALF","THREE","ZOB","2020/05/21","Y","RRALF.RRALF3","ARB CYQG DET MTC ONZ OZW PTK TTF VLL YIP"
"2025/11/27","RUDDH","THREE","ZKC","2023/08/10","Y","RUDDH.RUDDH3","MCI"
"2025/11/27","RUKKI","ONE","ZLA","2024/12/26","Y","RUKKI.RUKKI1","SNA"
"2025/11/27","APPLE","THREE","ZNY","2024/01/25","Y","RUUTH.APPLE3","LGA"
"2025/11/27","BRAND","ONE","ZNY","2020/11/05","Y","RUUTH.BRAND1","EWR"
"2025/11/27","RYDRR","TWO","ZLA","2018/05/24","Y","RYDRR.RYDRR2","HHR LAX"
"2025/11/27","MLLET","THREE","ZTL","2024/05/16","Y","RYFLE.MLLET3","CLT"
"2025/11/27","RYYMN","THREE","ZME","2025/10/02","Y","RYYMN.RYYMN3","BNA"
"2025/11/27","SAALR","TWO","ZSU","2010/09/23","Y","SAALR.SAALR2","SJU"
"2025/11/27","SADDE","EIGHT","ZLA","2017/12/07","N","SADDE.SADDE8","LAX"
"2025/11/27","TANDY","FIVE","ZLA","2019/02/28","N","SADDE.TANDY5","LGB SNA"
"2025/11/27","SAKKI","FIVE","ZHN","2011/08/25","N","SAKKI.SAKKI5","HNL"
"2025/11/27","SAMMR","THREE","ZAB","2014/04/03","Y","SAMMR.SAMMR3","ELP"
"2025/11/27","SARDI","ONE","ZBW ZNY","2025/10/02","Y","SARDI.SARDI1","BDR FOK FRG GON HVN HWV ISP JPX MTP OXC SNC WST"
"2025/11/27","SARGO","FOUR","ZID","2024/03/21","Y","SARGO.SARGO4","CVG"
"2025/11/27","SASIE","EIGHT","ZFW","2025/11/27","N","SASIE.SASIE8","50F ADS AFW CPT DTO FTW FWS GKY GPM LUD NFW WEA"
"2025/11/27","TRUUK","THREE","ZFW","2025/10/02","Y","SASIE.TRUUK3","50F AFW CPT DTO FTW FWS GKY GPM LUD NFW WEA"
"2025/11/27","SBONO","ONE","ZLA","2005/05/12","N","SBONO.SBONO1","PSP TRM UDD"
"2025/11/27","SCBBY","TWO","ZLA","2018/02/01","Y","SCBBY.SCBBY2","ONT"
"2025/11/27","SCOGS","THREE","ZBW","2015/12/10","Y","SCOGS.SCOGS3","PWM"
"2025/11/27","SCOLA","ONE","ZOA","2022/11/03","Y","SCOLA.SCOLA1","RNO"
"2025/11/27","SCRLT","TWO","ZID","2024/12/26","Y","SCRLT.SCRLT2","CMH LCK OSU TZR"
"2025/11/27","SEATO","FOUR","ZOA","2013/12/12","N","SEATO.SEATO4","SUU"
"2025/11/27","SEAVU","TWO","ZLA","2008/09/25","N","SEAVU.SEAVU2","LAX"
"2025/11/27","BRDJE","FIVE","ZFW","2024/07/11","Y","SEEVR.BRDJE5","DFW"
"2025/11/27","SEEVR","FOUR","ZFW","2017/01/05","Y","SEEVR.SEEVR4","DFW"
"2025/11/27","SELINSGROVE","SIX","ZDC","2019/02/28","N","SEG.SEG6","IAD"
"2025/11/27","SERFR","FOUR","ZOA","2019/12/05","Y","SERFR.SERFR4","SFO"
"2025/11/27","WWAVS","TWO","ZOA","2024/07/11","Y","SERFR.WWAVS2","SFO"
"2025/11/27","SETER","FIVE","ZLA","2017/08/17","N","SETER.SETER5","AJO CNO EMT ONT POC RAL SBD"
"2025/11/27","SHAFF","SEVEN","ZNY","2012/05/31","N","SHAFF.SHAFF7","EWR"
"2025/11/27","SHAIN","TWO","ZAU","2020/11/05","Y","SHAIN.SHAIN2","ORD"
"2025/11/27","SHAMU","ONE","ZLA","1995/05/25","N","SHAMU.SHAMU1","SAN"
"2025/11/27","SHFTY","SIX","ZMA","2024/10/31","Y","SHFTY.SHFTY6","APF FMY MKY RSW"
"2025/11/27","SKILS","FIVE","ZDC","2023/08/10","Y","SHILO.SKILS5","DCA"
"2025/11/27","SHREK","TWO","ZJX","2021/12/02","Y","SHREK.SHREK2","ISM MCO ORL SFB"
"2025/11/27","CAMRN","FIVE","ZNY","2025/06/12","N","SIE.CAMRN5","JFK"
"2025/11/27","SILCN","SIX","ZOA","2022/07/14","Y","SILCN.SILCN6","SJC"
"2025/11/27","SITTH","THREE","ZTL","2025/11/27","Y","SITTH.SITTH3","ATL"
"2025/11/27","SIZLR","FOUR","ZLA","2025/06/12","Y","SIZLR.SIZLR4","PSP TRM UDD"
"2025/11/27","SKETR","FIVE","ZMP","2013/01/10","N","SKETR.SKETR5","MSP"
"2025/11/27","SKYKO","ONE","ZSE","2022/05/19","N","SKYKO.SKYKO1","BFI RNT SEA"
"2025/11/27","SLMMR","FIVE","ZOA","2022/07/14","Y","SLMMR.SLMMR5","SMF"
"2025/11/27","SLOAO","ONE","ZJX","2025/06/12","Y","SLOAO.SLOAO1","COI ISM LEE MCO ORL SFB TIX X04"
"2025/11/27","LIKES","FOUR","ZFW","2025/10/02","Y","SLUGG.LIKES4","50F AFW DTO FTW LUD NFW WEA"
"2025/11/27","SLVER","ONE","ZKC","2012/11/15","Y","SLVER.SLVER1","SUS"
"2025/11/27","NEELL","SEVEN","ZAN","2024/10/31","Y","SNAAG.NEELL7","ANC"
"2025/11/27","SNDBR","THREE","ZMA","2022/12/29","Y","SNDBR.SNDBR3","07FA HST MIA TMB X51"
"2025/11/27","SNDIA","FOUR","ZAB","2020/12/31","Y","SNDIA.SNDIA4","ABQ"
"2025/11/27","SNFLD","THREE","ZJX","2023/02/23","Y","SNFLD.SNFLD3","ISM MCO"
"2025/11/27","SNKPT","TWO","ZID","2016/11/10","Y","SNKPT.SNKPT2","IND"
"2025/11/27","JAZZZ","ONE","ZLC","2025/02/20","Y","SPANE.JAZZZ1","SLC"
"2025/11/27","SPANE","EIGHT","ZLC","2024/05/16","N","SPANE.SPANE8","SLC"
"2025/11/27","SPIDR","FIVE","ZDC","2024/12/26","Y","SPIDR.SPIDR5","RIC"
"2025/11/27","SPISY","TWO","ZDC","2015/12/10","Y","SPISY.SPISY2","ADW"
"2025/11/27","SPUUD","FOUR","ZLC","2022/07/14","Y","SPUUD.SPUUD4","BOI"
"2025/11/27","ZEILR","SIX","ZMA","2024/09/05","N","SRQ.ZEILR6","APF MKY"
"2025/11/27","SSKII","FOUR","ZDV","2025/06/12","Y","SSKII.SSKII4","DEN"
"2025/11/27","STOOP","THREE","ZMA","2022/05/19","N","STOOP.STOOP3","06FA BCT PBI"
"2025/11/27","RAZRR","FIVE","ZOA","2022/07/14","Y","STUBL.RAZRR5","SJC"
"2025/11/27","STUGE","THREE","ZTL","2004/02/19","N","STUGE.STUGE3","AGS"
"2025/11/27","STONEWALL","TWO","ZHU","2024/09/05","N","STV.STV2","RND SAT SKF SSF"
"2025/11/27","STWRT","THREE","ZTL","2019/01/03","N","STWRT.STWRT3","AGS"
"2025/11/27","SUTHU","TWO","ZOA","2022/05/19","Y","SUTHU.SUTHU2","SUU"
"2025/11/27","MSCOT","FOUR","ZHU","2015/04/30","Y","SUUNR.MSCOT4","IAH"
"2025/11/27","TTORO","THREE","ZHU","2015/04/30","Y","SUUNR.TTORO3","IAH"
"2025/11/27","SUUTR","FOUR","ZOA","2022/07/14","Y","SUUTR.SUUTR4","SMF"
"2025/11/27","PARQR","FOUR","ZTL","2024/05/16","Y","SUZNN.PARQR4","CLT"
"2025/11/27","SWFFT","THREE","ZME","2025/10/02","Y","SWFFT.SWFFT3","BNA"
"2025/11/27","SWOPE","ONE","ZDC","2025/10/02","Y","SWOPE.SWOPE1","ORF"
"2025/11/27","PALISADES","ONE","ZOA","2023/08/10","N","SWR.SWR1","SUU"
"2025/11/27","SWTEE","TWO","ZTL","2020/03/21","Y","SWTEE.SWTEE2","CVC D73 FTY LZU MGE PDK PUJ RYY VPC"
"2025/11/27","LEENA","EIGHT","ZLA","2023/08/10","N","SXC.LEENA8","LAX"
"2025/11/27","SYMIN","ONE","ZHN","2020/01/30","Y","SYMIN.SYMIN1","HNL"
"2025/11/27","SZAGI","THREE","ZHU","2025/10/02","Y","SZAGI.SZAGI3","3R9 AUS EDC GTU HYI RYW T74"
"2025/11/27","TAGER","NINE","ZAN","2022/12/29","N","TAGER.TAGER9","ANC"
"2025/11/27","TAQLE","TWO","ZDC","2023/10/05","Y","TAQLE.TAQLE2","RDU"
"2025/11/27","TARPN","THREE","ZMA","2022/05/19","Y","TARPN.TARPN3","07FA FLL HST HWO MIA OPF TMB X51"
"2025/11/27","TARVR","ONE","ZOA","2022/11/03","Y","TARVR.TARVR1","RNO"
"2025/11/27","TAYTR","TWO","ZLC","2025/08/07","Y","TAYTR.TAYTR2","PVU SPK"
"2025/11/27","TBARR","FOUR","ZDV","2025/06/12","Y","TBARR.TBARR4","DEN"
"2025/11/27","TEBOW","TWO","ZJX","2025/04/17","Y","TEBOW.TEBOW2","CRG FHB JAX NRB"
"2025/11/27","TEEKY","THREE","ZMA","2022/11/03","Y","TEEKY.TEEKY3","FLL FXE PMP"
"2025/11/27","TERKS","TWO","ZDC","1994/10/13","N","TERKS.TERKS2","CPK NGU NTU ORF PVG SFQ"
"2025/11/27","DUCXS","FIVE","ZDC","2020/09/10","Y","THINA.DUCXS5","RIC"
"2025/11/27","THRNE","FOUR","ZLA","2025/02/20","Y","THRNE.THRNE4","BUR VNY"
"2025/11/27","TIGRR","FOUR","ZID","2024/03/21","Y","TIGRR.TIGRR4","CVG"
"2025/11/27","TIKEE","FOUR","ZDC","2023/04/20","Y","TIKEE.TIKEE4","2W5 ADW CJR DAA DCA EZF HEF HWY NYG RMN VKX W00"
"2025/11/27","TKNIQ","THREE","ZHU","2021/10/07","Y","TKNIQ.TKNIQ3","54T AXH EFD GLS HOU HPY IWS LBX LVJ SGR T00 T41 TME"
"2025/11/27","TMBRS","THREE","ZSE","2024/10/31","Y","TMBRS.TMBRS3","PDX"
"2025/11/27","TOMSN","NINE","ZDV","2024/05/16","N","TOMSN.TOMSN9","APA BJC BKF CFO DEN FNL GXY"
"2025/11/27","CHASR","TWO","ZLA","2017/12/07","Y","TOPGN.CHASR2","NZY SDM"
"2025/11/27","TOPGN","TWO","ZLA","2018/05/24","Y","TOPGN.TOPGN2","SAN"
"2025/11/27","TOREZ","ONE","ZMA","2023/06/15","Y","TOREZ.TOREZ1","FLL FXE HWO OPF PMP"
"2025/11/27","TORGY","THREE","ZMP","2017/01/05","Y","TORGY.TORGY3","MSP"
"2025/11/27","CUUGR","TWO","ZOB","2019/10/10","Y","TPGUN.CUUGR2","DTW"
"2025/11/27","TPGUN","TWO","ZOB","2019/10/10","Y","TPGUN.TPGUN2","DTW"
"2025/11/27","TRAKS","FOUR","ZTL","2024/10/31","Y","TRAKS.TRAKS4","GSO INT"
"2025/11/27","TRESA","ONE","ZNY","2025/11/27","Y","TRESA.TRESA1","POU SWF"
"2025/11/27","TRISH","FOUR","ZDC","2024/09/05","Y","TRISH.TRISH4","BWI MTN"
"2025/11/27","TROCO","THREE","ZSU","2010/11/18","Y","TROCO.TROCO3","SJU"
"2025/11/27","TRSSH","ONE","ZHU","2023/10/05","Y","TRSSH.TRSSH1","MSY NBG NEW"
"2025/11/27","TRSTN","FOUR","ZDC","2025/02/20","Y","TRSTN.TRSTN4","2W2 CJR DMW FDK FRR GAI HEF HGR HWY JYO MRB OKV W50"
"2025/11/27","TRTLL","SIX","ZAU","2020/11/05","Y","TRTLL.TRTLL6","ORD"
"2025/11/27","OSPRI","SEVEN","ZJX","2020/11/05","Y","TRTLS.OSPRI7","CHS JZI"
"2025/11/27","TRUPS","FIVE","ZDC","2024/04/18","Y","TRUPS.TRUPS5","ADW DAA DCA"
"2025/11/27","TRYBE","FOUR","ZOB","2020/03/26","Y","TRYBE.TRYBE4","BKL CGF CLE LNN"
"2025/11/27","TSDEL","THREE","ZFW","2017/12/07","Y","TSDEL.TSDEL3","OKC"
"2025/11/27","WAYMN","ONE","ZFW","2014/07/24","Y","TSDEL.WAYMN1","OUN PWA TIK"
"2025/11/27","ALTTA","NINE","ZOA","2019/10/10","N","TTE.ALTTA9","FAT"
"2025/11/27","TTHOR","THREE","ZJX","2022/05/19","Y","TTHOR.TTHOR3","7FL6 DAB DED EVB LEE OMN ORL SFB X50"
"2025/11/27","TTYLR","FOUR","ZMA","2024/09/05","N","TTYLR.TTYLR4","06FA BCT F45 LNA PBI SUA"
"2025/11/27","TUDOR","TWO","ZOA","2012/02/09","N","TUDOR.TUDOR2","SMF"
"2025/11/27","TWOLF","FOUR","ZMP","2022/11/03","N","TWOLF.TWOLF4","ANE FCM LVN MIC OEO RNH STP"
"2025/11/27","MHOMS","THREE","ZKC","2023/08/10","Y","TYGER.MHOMS3","MCI"
"2025/11/27","TYGER","SEVEN","ZKC","2023/10/05","N","TYGER.TYGER7","FLV GPH IXD LXT MCI MKC OJC STJ"
"2025/11/27","TYNEE","FOUR","ZMA","2025/06/12","Y","TYNEE.TYNEE4","FMY RSW"
"2025/11/27","MARVELL","SIX","ZME","2016/11/10","N","UJM.UJM6","MEM"
"2025/11/27","BOWIE","EIGHT","ZFW","2024/07/11","N","UKW.UKW8","DFW"
"2025/11/27","HAARP","FOUR","ZNY","2023/11/30","N","VALRE.HAARP4","LGA"
"2025/11/27","VALRE","ONE","ZNY","2025/11/27","Y","VALRE.VALRE1","DXR HPN"
"2025/11/27","VANZE","THREE","ZME","2022/06/16","Y","VANZE.VANZE3","MEM"
"2025/11/27","VECKI","NINE","ZHN","2017/12/07","N","VECKI.VECKI9","KOA"
"2025/11/27","VEECK","FIVE","ZAU","2020/11/05","Y","VEECK.VEECK5","ORD"
"2025/11/27","VIICE","TWO","ZMA","2022/05/19","Y","VIICE.VIICE2","07FA HST MIA TMB X51"
"2025/11/27","VINTA","THREE","ZKC","2021/12/02","N","VINTA.VINTA3","RVS TUL"
"2025/11/27","VISTA","THREE","ZLA","2017/03/02","N","VISTA.VISTA3","LAX"
"2025/11/27","JOVEM","SIX","ZFW","2024/07/11","Y","VKTRY.JOVEM6","DFW"
"2025/11/27","VKTRY","TWO","ZFW","2016/05/26","Y","VKTRY.VKTRY2","DFW"
"2025/11/27","VUDOO","TWO","ZDC","2015/12/10","Y","VUDOO.VUDOO2","ADW"
"2025/11/27","VUUDU","ONE","ZMA","2022/05/19","Y","VUUDU.VUUDU1","06FA BCT F45 PBI SUA"
"2025/11/27","WAALK","TWO","ZNY","2021/10/07","Y","WAALK.WAALK2","BLM MJX N14 N87 NEL VAY WRI"
"2025/11/27","WINRZ","ONE","ZOA","2024/01/25","Y","WADOL.WINRZ1","RNO"
"2025/11/27","WAPPL","SEVEN","ZHU","2025/06/12","Y","WAPPL.WAPPL7","54T ARM AXH BYY EFD GLS HOU HPY IWS LBX LVJ SGR T00 T41 TME"
"2025/11/27","WATSN","FOUR","ZAU","2020/11/05","Y","WATSN.WATSN4","ORD"
"2025/11/27","WAYVE","ONE","ZLA","2016/11/10","Y","WAYVE.WAYVE1","LAX SMO"
"2025/11/27","WAZKO","ONE","ZAB","2014/04/03","Y","WAZKO.WAZKO1","ELP"
"2025/11/27","WEBGO","TWO","ZOA","2022/05/19","Y","WEBGO.WEBGO2","SUU"
"2025/11/27","WEESL","ONE","ZLA","2016/11/10","Y","WEESL.WEESL1","BUR VNY"
"2025/11/27","PIEGY","ONE","ZHU","2022/12/29","Y","WHAEL.PIEGY1","6R3 CXO DWH T78"
"2025/11/27","WHYTE","SEVEN","ZSE","2022/01/27","N","WHYTE.WHYTE7","TCM"
"2025/11/27","WILBR","ONE","ZFW","2025/11/27","N","WILBR.WILBR1","DFW"
"2025/11/27","WILDD","THREE","ZMP","2012/04/05","N","WILDD.WILDD3","MSP"
"2025/11/27","WIPOR","FOUR","ZBW","2025/08/07","Y","WIPOR.WIPOR4","EWB OQU PVD PYM SFZ TAN UUU"
"2025/11/27","FEWGA","SEVEN","ZOB","2021/06/17","Y","WISKE.FEWGA7","PIT"
"2025/11/27","WITTI","FIVE","ZAN","2024/10/31","Y","WITTI.WITTI5","ANC"
"2025/11/27","WLDER","ONE","ZME","2022/03/24","N","WLDER.WLDER1","MEM"
"2025/11/27","POTRR","TWO","ZHU","2022/07/14","Y","WLEEE.POTRR2","3R9 EDC GTU HYI RYW T74"
"2025/11/27","WLEEE","SEVEN","ZHU","2022/07/14","Y","WLEEE.WLEEE7","AUS"
"2025/11/27","WLKRR","ONE","ZLC","2024/10/31","Y","WLKRR.WLKRR1","OGD"
"2025/11/27","AANET","ONE","ZOA","2015/03/05","Y","WNDSR.AANET1","OAK"
"2025/11/27","WNDSR","TWO","ZOA","2015/10/15","Y","WNDSR.WNDSR2","OAK"
"2025/11/27","FERRL","TWO","ZOB","2019/10/10","Y","WNGNT.FERRL2","DTW"
"2025/11/27","WNGNT","TWO","ZOB","2019/10/10","Y","WNGNT.WNGNT2","DTW"
"2025/11/27","GILCO","FIVE","ZHU","2019/10/10","N","WOLDE.GILCO5","IAH"
"2025/11/27","WORXS","TWO","ZTL","2019/04/25","Y","WORXS.WORXS2","GMU GSP GYH SPA"
"2025/11/27","WRGNZ","THREE","ZTL","2020/07/16","Y","WRGNZ.WRGNZ3","CNI D73 FTY LZU MGE PDK PUJ RYY VPC"
"2025/11/27","WUTNG","THREE","ZKC","2023/08/10","Y","WUTNG.WUTNG3","MCI"
"2025/11/27","WYNDE","THREE","ZAU","2025/08/07","Y","WYNDE.WYNDE3","ORD"
"2025/11/27","YAKUTAT","THREE","ZAN","2013/08/22","N","YAK.YAK3","YAK"
"2025/11/27","YAWNY","ONE","ZLC","2025/04/17","Y","YAWNY.YAWNY1","SUN"
"2025/11/27","EESAT","FOUR","ZFW","2023/04/20","Y","YEAGR.EESAT4","ADS F46 HQZ TKI"
"2025/11/27","LOADS","FOUR","ZFW","2023/04/20","Y","YEAGR.LOADS4","ADS F46 HQZ TKI"
"2025/11/27","YEAGR","FOUR","ZFW","2020/05/21","N","YEAGR.YEAGR4","ADS DAL DFW F46 HQZ TKI"
"2025/11/27","YESKA","SIX","ZAN","2015/10/15","N","YESKA.YESKA6","ANC"
"2025/11/27","YLSTN","THREE","ZLC","2018/09/13","Y","YLSTN.YLSTN3","BIL"
"2025/11/27","YOSEM","THREE","ZOA","2015/04/30","Y","YOSEM.YOSEM3","SFO"
"2025/11/27","BASTS","ONE","ZFW","2014/07/24","Y","YUCKS.BASTS1","OUN PWA TIK"
"2025/11/27","YUCKS","THREE","ZFW","2017/12/07","Y","YUCKS.YUCKS3","OKC"
"2025/11/27","YUTES","ONE","ZLC","2025/02/20","Y","YUTES.YUTES1","SLC"
"2025/11/27","GESNR","TWO","ZHU","2025/06/12","Y","ZEEKK.GESNR2","IAH"
"2025/11/27","ZEEKK","THREE","ZHU","2025/06/12","Y","ZEEKK.ZEEKK3","IAH"
"2025/11/27","ZELKA","TWO","ZBW","2017/12/07","Y","ZELKA.ZELKA2","BED BVY LWM"
"2025/11/27","ZIGGY","EIGHT","ZLA","2024/07/11","N","ZIGGY.ZIGGY8","AJO CNO EMT ONT POC RAL SBD"
"2025/11/27","ZOMBZ","SIX","ZDV","2025/04/17","Y","ZOMBZ.ZOMBZ6","APA CFO"
"2025/11/27","ZONNA","TWO","ZAB","2023/11/30","Y","ZONNA.ZONNA2","TUS"
"2025/11/27","ZOOMR","TWO","ZSE","2023/06/15","N","ZOOMR.ZOOMR2","GEG SFF SKA"
"2025/11/27","ZUUMA","FOUR","ZLA","2024/12/26","Y","ZUUMA.ZUUMA4","LAX SMO"
"2025/11/27","ZZIPS","ONE","ZOB","2018/05/24","Y","ZZIPS.ZZIPS1","1G3 AKR CAK"
